assignee,components,created,creator,description,fixVersions,issuetype,key,priority,reporter,resolution,resolution.date,status.description,status.name,subtask,summary,updated,versions,watches
Sergey Shelukhin,[],2016-07-08T00:55:19.000+0000,Sergey Shelukhin,"{noformat}
                        int retry = 1;
                        while (retry >= 0) {
                            try {
                                reLogin();
                                break;
                            } catch (LoginException le) {
                                if (retry > 0) {
                                    --retry;
                                    // sleep for 10 seconds.
                                    try {
                                        Thread.sleep(10 * 1000);
                                    } catch (InterruptedException e) {
                                        LOG.error(""Interrupted during login retry after LoginException:"", le);
                                        throw le;
                                    }
                                } else {
                                    LOG.error(""Could not refresh TGT for principal: "" + principal + ""."", le);
                                }
                            }
                        }
{noformat}
will retry forever. Should return like the one above",[],Bug,ZOOKEEPER-2469,Major,Sergey Shelukhin,,,A patch for this issue has been uploaded to JIRA by a contributor.,Patch Available,0.0,infinite loop in ZK re-login,2016-08-05T19:06:57.000+0000,[],9.0
SREENIVASULUDANDU,"[<JIRA Component: name='java client', id='12312381'>]",2016-07-07T05:34:42.000+0000,Joshi Shankar,"Setquota and delquota commands does not work 
Steps to reproduce:
1. Create Test Node 1
    create -c /TestZookeeperNodeNumber ""testdata""

2. Create Test Node 2
    create -c /TestZookeeperNodeBytes ""testdatabytes""
    
3. Set Quota Using 
    setquota -n 1 /TestZookeeperNodeNumber

4. Set Quota Using 
     setquota -b 10 /TestZookeeperNodeBytes
    AlreadySelectedException is thrown by Apache CLI. It is  bug in Apache CLI (https://issues.apache.org/jira/browse/CLI-183)
    
   We can fix by upgrading Apache CLI From(*commons-cli-1.2.jar*) to (*commons-cli-1.3.1.jar*) 
Client Operation Log:


[zk: localhost:2181(CONNECTED) 2] create -c /TestZookeeperNodeNumber ""testdata""
Created /TestZookeeperNodeNumber
[zk: localhost:2181(CONNECTED) 3] create -c /TestZookeeperNodeBytes ""testdatabytes""
Created /TestZookeeperNodeBytes
[zk: localhost:2181(CONNECTED) 4] setquota -n 1 /TestZookeeperNodeNumber
[zk: localhost:2181(CONNECTED) 5] setquota -b 10 /TestZookeeperNodeBytes
The option 'b' was specified but an option from this group has already been selected: 'n'
ZooKeeper -server host:port cmd args
        addauth scheme auth
        close
        config [-c] [-w] [-s]
        connect host:port
        create [-s] [-e] [-c] path [data] [acl]
        delete [-v version] path
        deleteall path
        delquota [-n|-b] path
        get [-s] [-w] path
        getAcl [-s] path
        history
        listquota path
        ls [-s] [-w] path
        ls2 path [watch]
        printwatches on|off
        quit
        reconfig [-s] [-v version] [[-file path] | [-members serverID=host:port1:port2;port3[,...]*]
] | [-add serverId=host:port1:port2;port3[,...]]* [-remove serverId[,...]*]
        redo cmdno
        removewatches path [-c|-d|-a] [-l]
        rmr path
        set [-s] [-v version] path data
        setAcl [-s] [-v version] path acl
        setquota -n|-b val path
        stat [-w] path
        sync path
",[],Bug,ZOOKEEPER-2468,Major,Joshi Shankar,,,A patch for this issue has been uploaded to JIRA by a contributor.,Patch Available,0.0,SetQuota and DelQuota,2016-12-12T08:39:26.000+0000,"[<JIRA Version: name='3.4.6', id='12323310'>, <JIRA Version: name='3.4.8', id='12326517'>, <JIRA Version: name='3.5.1', id='12326786'>]",5.0
Rakesh Kumar Singh,"[<JIRA Component: name='java client', id='12312381'>]",2016-07-07T02:51:02.000+0000,Joshi Shankar,"When negative value of argument is passed to redo command .

[zk: localhost:2181(CONNECTED) 0] redo -1
Exception in thread ""main"" java.lang.NullPointerException
        at java.util.StringTokenizer.<init>(Unknown Source)
        at java.util.StringTokenizer.<init>(Unknown Source)
        at org.apache.zookeeper.ZooKeeperMain$MyCommandOptions.parseCommand(ZooKeeperMain.java:227)
        at org.apache.zookeeper.ZooKeeperMain.processZKCmd(ZooKeeperMain.java:645)
        at org.apache.zookeeper.ZooKeeperMain.processCmd(ZooKeeperMain.java:588)
        at org.apache.zookeeper.ZooKeeperMain.executeLine(ZooKeeperMain.java:360)
        at org.apache.zookeeper.ZooKeeperMain.run(ZooKeeperMain.java:323)
        at org.apache.zookeeper.ZooKeeperMain.main(ZooKeeperMain.java:282)","[<JIRA Version: name='3.4.10', id='12338036'>, <JIRA Version: name='3.5.3', id='12335444'>, <JIRA Version: name='3.6.0', id='12326518'>]",Bug,ZOOKEEPER-2467,Minor,Joshi Shankar,Fixed,2016-10-16T13:18:38.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,NullPointerException when redo Command is passed negative value,2017-03-31T09:01:13.000+0000,"[<JIRA Version: name='3.4.8', id='12326517'>, <JIRA Version: name='3.5.1', id='12326786'>, <JIRA Version: name='3.5.2', id='12331981'>]",6.0
Michael Han,"[<JIRA Component: name='c client', id='12312380'>]",2016-07-05T21:04:28.000+0000,Flavio Paiva Junqueira,"I've been looking at {{Zookeeper_simpleSystem::testFirstServerDown}} and I observed the following behavior. The list of servers to connect contains two servers, let's call them S1 and S2. The client never connects, but the odd bit is the sequence of servers that the client tries to connect to:

{noformat}
S1
S2
S1
S1
S1
<keeps repeating S1>
{noformat}

It intrigued me that S2 is only tried once and never again. Checking the code, here is what happens. Initially, {{zh->reconfig}} is 1, so in {{zoo_cycle_next_server}} we return an address from {{get_next_server_in_reconfig}}, which is taken from {{zh->addrs_new}} in this test case. The attempt to connect fails, and {{handle_error}} is invoked in the error handling path. {{handle_error}} actually invokes {{addrvec_next}} which changes the address pointer to the next server on the list.

After two attempts, it decides that it has tried all servers in {{zoo_cycle_next_server}} and sets {{zh->reconfig}} to zero. Once {{zh->reconfig == 0}}, we have that each call to {{zoo_cycle_next_server}} moves the address pointer to the next server in {{zh->addrs}}. But, given that {{handle_error}} also moves the pointer to the next server, we end up moving the pointer ahead twice upon every failed attempt to connect, which is wrong.","[<JIRA Version: name='3.9.0', id='12351304'>]",Bug,ZOOKEEPER-2466,Major,Flavio Paiva Junqueira,,,A patch for this issue has been uploaded to JIRA by a contributor.,Patch Available,0.0,Client skips servers when trying to connect,2022-02-03T08:36:23.000+0000,[],7.0
Edward Ribeiro,"[<JIRA Component: name='documentation', id='12312422'>]",2016-07-05T17:38:03.000+0000,Chris Nauroth,"As reported by [~eribeiro], all of the documentation pages show a copyright notice dating ""2008-2013"".  This issue tracks updating the copyright notice on all documentation pages to show the current year.","[<JIRA Version: name='3.4.10', id='12338036'>, <JIRA Version: name='3.5.3', id='12335444'>, <JIRA Version: name='3.6.0', id='12326518'>]",Bug,ZOOKEEPER-2465,Blocker,Chris Nauroth,Fixed,2016-12-30T22:59:52.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,Documentation copyright notice is out of date.,2017-03-31T09:01:12.000+0000,[],8.0
Jordan Zimmerman,"[<JIRA Component: name='server', id='12312382'>]",2016-07-04T22:21:01.000+0000,Stefano Salmaso,"I would like to expose you to a problem that we are experiencing.
We are using a cluster of 7 zookeeper and we use them to implement a distributed lock using Curator (http://curator.apache.org/curator-recipes/shared-reentrant-lock.html)
So .. we tried to play with the servers to see if everything worked properly and we stopped and start servers to see that the system worked well
(like stop 03, stop 05, stop 06, start 05, start 06, start 03)

We saw a strange behavior.
The number of znodes grew up without stopping (normally we had 4000 or 5000, we got to 60,000 and then we stopped our application)

In zookeeeper logs I saw this (on leader only, one every minute)

2016-07-04 14:53:50,302 [myid:7] - ERROR [ContainerManagerTask:ContainerManager$1@84] - Error checking containers
java.lang.NullPointerException
       at org.apache.zookeeper.server.ContainerManager.getCandidates(ContainerManager.java:151)
       at org.apache.zookeeper.server.ContainerManager.checkContainers(ContainerManager.java:111)
       at org.apache.zookeeper.server.ContainerManager$1.run(ContainerManager.java:78)
       at java.util.TimerThread.mainLoop(Timer.java:555)
       at java.util.TimerThread.run(Timer.java:505)

We have not yet deleted the data ... so the problem can be reproduced on our servers","[<JIRA Version: name='3.5.3', id='12335444'>, <JIRA Version: name='3.6.0', id='12326518'>]",Bug,ZOOKEEPER-2464,Major,Stefano Salmaso,Fixed,2017-02-11T15:09:49.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,NullPointerException on ContainerManager,2021-05-06T12:14:48.000+0000,"[<JIRA Version: name='3.5.1', id='12326786'>]",9.0
,[],2016-07-03T15:38:17.000+0000,Flavio Paiva Junqueira,"I noticed that all multi tests seem to be timing out and they are failing silently. This is the output that I'm observing:

{noformat}
Zookeeper_multi::testCreate : assertion : elapsed 10001
Zookeeper_multi::testCreateDelete : assertion : elapsed 10001
Zookeeper_multi::testInvalidVersion : assertion : elapsed 10001
Zookeeper_multi::testNestedCreate : assertion : elapsed 10001
Zookeeper_multi::testSetData : assertion : elapsed 10001
Zookeeper_multi::testUpdateConflict : assertion : elapsed 10001
Zookeeper_multi::testDeleteUpdateConflict : assertion : elapsed 10001
Zookeeper_multi::testAsyncMulti : assertion : elapsed 10001
Zookeeper_multi::testMultiFail : assertion : elapsed 10001
Zookeeper_multi::testCheck : assertion : elapsed 10001
Zookeeper_multi::testWatch : assertion : elapsed 10001
Zookeeper_multi::testSequentialNodeCreateInAsyncMulti : assertion : elapsed 10001
{noformat}","[<JIRA Version: name='3.5.3', id='12335444'>]",Bug,ZOOKEEPER-2463,Blocker,Flavio Paiva Junqueira,Cannot Reproduce,2016-11-24T16:31:19.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,TestMulti is broken in the C client,2019-12-19T23:01:56.000+0000,[],2.0
Enrico Olivelli,"[<JIRA Component: name='java client', id='12312381'>]",2016-06-30T07:39:13.000+0000,Enrico Olivelli,"during the vote of 3.5.2-ALPHA RC 0 we found a Maven dependency to javacc in published pom for zookeeper

{code}
<dependency>
<groupId>net.java.dev.javacc</groupId>
<artifactId>javacc</artifactId>
<version>5.0</version><scope>compile</scope>
</dependency>
{code}

this dependency appears not to be useful and should be removed

this was the tested pom: https://repository.apache.org/content/groups/staging/org/apache/zookeeper/zookeeper/3.5.2-alpha/zookeeper-3.5.2-alpha.pom","[<JIRA Version: name='3.5.3', id='12335444'>, <JIRA Version: name='3.6.0', id='12326518'>]",Bug,ZOOKEEPER-2460,Critical,Enrico Olivelli,Fixed,2017-03-16T18:09:45.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,Remove javacc dependency from public Maven pom,2017-05-18T03:49:46.000+0000,"[<JIRA Version: name='3.5.2', id='12331981'>]",7.0
Flavio Paiva Junqueira,[],2016-06-29T22:43:50.000+0000,Flavio Paiva Junqueira,"Bubbling up the Netty notice. According to the ALv2 item 4, we need to include it in our top notice, it isn't sufficient to have it in the bundle. ","[<JIRA Version: name='3.5.2', id='12331981'>, <JIRA Version: name='3.6.0', id='12326518'>]",Bug,ZOOKEEPER-2459,Blocker,Flavio Paiva Junqueira,Fixed,2016-06-30T04:13:06.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,Update NOTICE file with Netty notice,2016-07-21T20:18:27.000+0000,[],4.0
Flavio Paiva Junqueira,[],2016-06-29T21:48:58.000+0000,Flavio Paiva Junqueira,"In ZOOKEEPER-2235, we changed the license of the servlet-api dependency to the correct one ALv2, but didn't remove the CDDL license file, which is incorrect. This jira removes the incorrect license file.","[<JIRA Version: name='3.5.2', id='12331981'>, <JIRA Version: name='3.6.0', id='12326518'>]",Bug,ZOOKEEPER-2458,Major,Flavio Paiva Junqueira,Fixed,2016-06-30T03:59:10.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,Remove license file for servlet-api dependency,2016-07-21T20:18:18.000+0000,"[<JIRA Version: name='3.5.2', id='12331981'>, <JIRA Version: name='3.6.0', id='12326518'>]",3.0
